transaction_id,store_type,category,customer_type,gender,payment_method,day_of_week,month,is_weekend,quantity,unit_price,discount_pct,discount_amount,subtotal,tax_amount,total_sales
TXN00438,Supermarket,Canned,Member,Male,Cash,Thursday,9,0,40,461.18,20,3689.44,14757.76,1770.93,16528.69
TXN00439,Convenience,Beverages,Normal,Female,GCash,Wednesday,4,0,7,424.85,5,148.7,2825.25,339.03,3164.28
TXN00440,Convenience,Household,Normal,Female,Credit Card,Sunday,7,1,23,183.91,15,634.49,3595.44,431.45,4026.89
TXN00441,Hypermarket,Personal,Member,Male,E-Wallet,Tuesday,7,0,21,405.18,0,0.0,8508.78,1021.05,9529.83
TXN00442,Convenience,Household,Member,Male,GCash,Wednesday,2,0,34,64.05,0,0.0,2177.7,261.32,2439.02
TXN00443,Hypermarket,Personal,Normal,Female,GCash,Thursday,1,0,11,485.09,0,0.0,5335.99,640.32,5976.31
TXN00444,Supermarket,Snacks,Normal,Female,Cash,Wednesday,8,0,22,286.97,5,315.67,5997.67,719.72,6717.39
TXN00445,Hypermarket,Beverages,Member,Male,E-Wallet,Tuesday,8,0,42,186.48,20,1566.43,6265.73,751.89,7017.62
TXN00446,Supermarket,Personal,Normal,Female,Credit Card,Thursday,7,0,35,213.16,5,373.03,7087.57,850.51,7938.08
TXN00447,Hypermarket,Bakery,Normal,Female,E-Wallet,Monday,8,0,29,79.88,10,231.65,2084.87,250.18,2335.05
TXN00448,Convenience,Canned,Normal,Female,E-Wallet,Tuesday,3,0,42,495.21,15,3119.82,17679.0,2121.48,19800.48
TXN00449,Convenience,Staples,Normal,Female,E-Wallet,Friday,11,0,28,67.68,10,189.5,1705.54,204.66,1910.2
TXN00450,Supermarket,Bakery,Member,Male,E-Wallet,Saturday,2,1,18,344.71,5,310.24,5894.54,707.34,6601.88
TXN00451,Supermarket,Bakery,Normal,Male,E-Wallet,Tuesday,7,0,14,249.23,10,348.92,3140.3,376.84,3517.14
TXN00452,Supermarket,Canned,Normal,Male,Cash,Thursday,8,0,18,477.01,5,429.31,8156.87,978.82,9135.69
TXN00453,Hypermarket,Staples,Member,Female,Cash,Sunday,1,1,28,160.7,0,0.0,4499.6,539.95,5039.55
TXN00454,Hypermarket,Bakery,Member,Female,GCash,Saturday,12,1,24,289.44,30,2083.97,4862.59,583.51,5446.1
TXN00455,Supermarket,Personal,Normal,Female,Cash,Tuesday,10,0,8,267.06,0,0.0,2136.48,256.38,2392.86
TXN00456,Convenience,Personal,Normal,Female,GCash,Monday,9,0,42,366.29,0,0.0,15384.18,1846.1,17230.28
TXN00457,Hypermarket,Personal,Normal,Female,GCash,Sunday,11,1,45,80.6,20,725.4,2901.6,348.19,3249.79
TXN00458,Hypermarket,Staples,Normal,Male,Credit Card,Monday,4,0,8,137.21,5,54.88,1042.8,125.14,1167.94
TXN00459,Hypermarket,Bakery,Member,Female,E-Wallet,Friday,12,0,4,146.55,10,58.62,527.58,63.31,590.89
TXN00460,Supermarket,Staples,Member,Female,Cash,Sunday,4,1,27,382.17,5,515.93,9802.66,1176.32,10978.98
TXN00461,Supermarket,Personal,Member,Male,Credit Card,Wednesday,3,0,36,135.11,5,243.2,4620.76,554.49,5175.25
TXN00462,Supermarket,Canned,Normal,Female,Cash,Sunday,6,1,5,308.07,0,0.0,1540.35,184.84,1725.19
TXN00463,Supermarket,Bakery,Normal,Male,GCash,Saturday,1,1,33,146.86,5,242.32,4604.06,552.49,5156.55
TXN00464,Supermarket,Bakery,Normal,Male,Cash,Sunday,6,1,49,437.73,5,1072.44,20376.33,2445.16,22821.49
TXN00465,Convenience,Household,Normal,Male,E-Wallet,Thursday,2,0,34,473.98,15,2417.3,13698.02,1643.76,15341.78
TXN00466,Convenience,Household,Member,Male,GCash,Thursday,9,0,30,283.32,10,849.96,7649.64,917.96,8567.6
TXN00467,Supermarket,Snacks,Member,Male,GCash,Wednesday,2,0,8,208.54,25,417.08,1251.24,150.15,1401.39
TXN00468,Hypermarket,Beverages,Normal,Female,Credit Card,Sunday,7,1,39,155.33,0,0.0,6057.87,726.94,6784.81
TXN00469,Supermarket,Household,Member,Male,E-Wallet,Monday,12,0,47,72.4,10,340.28,3062.52,367.5,3430.02
TXN00470,Convenience,Staples,Normal,Male,GCash,Monday,1,0,26,170.83,10,444.16,3997.42,479.69,4477.11
TXN00471,Convenience,Household,Normal,Female,E-Wallet,Tuesday,12,0,37,344.41,25,3185.79,9557.38,1146.89,10704.27
TXN00472,Hypermarket,Snacks,Member,Female,Cash,Friday,7,0,34,290.13,0,0.0,9864.42,1183.73,11048.15
TXN00473,Convenience,Bakery,Normal,Male,E-Wallet,Saturday,5,1,7,474.82,10,332.37,2991.37,358.96,3350.33
TXN00474,Supermarket,Snacks,Normal,Female,GCash,Friday,8,0,40,228.32,20,1826.56,7306.24,876.75,8182.99
TXN00475,Hypermarket,Bakery,Member,Female,Credit Card,Sunday,4,1,28,362.24,0,0.0,10142.72,1217.13,11359.85
TXN00476,Supermarket,Canned,Normal,Male,GCash,Friday,12,0,39,270.2,20,2107.56,8430.24,1011.63,9441.87
TXN00477,Supermarket,Canned,Normal,Male,E-Wallet,Tuesday,10,0,39,280.66,0,0.0,10945.74,1313.49,12259.23
TXN00478,Hypermarket,Bakery,Member,Female,E-Wallet,Friday,7,0,28,170.5,15,716.1,4057.9,486.95,4544.85
TXN00479,Supermarket,Beverages,Normal,Male,GCash,Wednesday,6,0,14,254.73,25,891.56,2674.66,320.96,2995.62
TXN00480,Convenience,Household,Member,Male,E-Wallet,Tuesday,5,0,50,261.85,10,1309.25,11783.25,1413.99,13197.24
TXN00481,Supermarket,Staples,Normal,Female,Cash,Wednesday,4,0,38,367.99,5,699.18,13284.44,1594.13,14878.57
TXN00482,Hypermarket,Staples,Member,Male,GCash,Sunday,7,1,4,473.29,0,0.0,1893.16,227.18,2120.34
TXN00483,Hypermarket,Personal,Member,Male,Credit Card,Tuesday,12,0,42,198.19,25,2081.0,6242.98,749.16,6992.14
TXN00484,Hypermarket,Bakery,Member,Male,GCash,Sunday,5,1,18,68.99,5,62.09,1179.73,141.57,1321.3
TXN00485,Supermarket,Staples,Normal,Male,Cash,Sunday,5,1,44,273.33,0,0.0,12026.52,1443.18,13469.7
TXN00486,Hypermarket,Beverages,Member,Male,Cash,Friday,1,0,48,295.01,10,1416.05,12744.43,1529.33,14273.76
TXN00487,Hypermarket,Bakery,Member,Female,Cash,Wednesday,2,0,25,125.8,5,157.25,2987.75,358.53,3346.28
TXN00488,Supermarket,Beverages,Member,Female,Cash,Sunday,5,1,7,392.21,0,0.0,2745.47,329.46,3074.93
TXN00489,Convenience,Staples,Member,Male,Cash,Wednesday,3,0,38,493.22,0,0.0,18742.36,2249.08,20991.44
TXN00490,Supermarket,Staples,Member,Female,Credit Card,Wednesday,2,0,28,475.6,0,0.0,13316.8,1598.02,14914.82
TXN00491,Hypermarket,Personal,Normal,Male,E-Wallet,Tuesday,4,0,5,138.7,10,69.35,624.15,74.9,699.05
TXN00492,Hypermarket,Staples,Normal,Male,Cash,Thursday,4,0,3,443.91,10,133.17,1198.56,143.83,1342.39
TXN00493,Supermarket,Bakery,Normal,Male,Cash,Friday,4,0,44,367.02,10,1614.89,14533.99,1744.08,16278.07
TXN00494,Convenience,Canned,Normal,Male,GCash,Sunday,4,1,31,254.23,20,1576.23,6304.9,756.59,7061.49
TXN00495,Hypermarket,Bakery,Normal,Male,Credit Card,Wednesday,3,0,47,293.27,20,2756.74,11026.95,1323.23,12350.18
TXN00496,Hypermarket,Bakery,Normal,Female,Credit Card,Saturday,12,1,42,432.32,10,1815.74,16341.7,1961.0,18302.7
TXN00497,Hypermarket,Personal,Normal,Female,E-Wallet,Thursday,7,0,20,266.06,0,0.0,5321.2,638.54,5959.74
TXN00498,Supermarket,Personal,Member,Male,Credit Card,Sunday,9,1,19,217.94,10,414.09,3726.77,447.21,4173.98
TXN00499,Hypermarket,Staples,Normal,Female,GCash,Saturday,12,1,48,271.96,5,652.7,12401.38,1488.17,13889.55
TXN00500,Convenience,Snacks,Member,Male,GCash,Friday,5,0,11,310.61,10,341.67,3075.04,369.0,3444.04
TXN00501,Hypermarket,Snacks,Member,Female,E-Wallet,Friday,4,0,40,135.08,10,540.32,4862.88,583.55,5446.43
TXN00502,Hypermarket,Personal,Normal,Male,GCash,Wednesday,11,0,3,455.41,5,68.31,1297.92,155.75,1453.67
TXN00503,Convenience,Staples,Member,Female,Cash,Wednesday,2,0,23,353.38,25,2031.94,6095.8,731.5,6827.3
TXN00504,Hypermarket,Snacks,Member,Male,Cash,Sunday,2,1,7,334.97,0,0.0,2344.79,281.37,2626.16
TXN00505,Supermarket,Staples,Member,Male,GCash,Tuesday,5,0,23,94.77,10,217.97,1961.74,235.41,2197.15
TXN00506,Supermarket,Staples,Member,Female,E-Wallet,Thursday,7,0,7,321.88,0,0.0,2253.16,270.38,2523.54
TXN00507,Supermarket,Staples,Normal,Female,Credit Card,Sunday,10,1,46,104.43,25,1200.95,3602.84,432.34,4035.18
TXN00508,Convenience,Household,Normal,Male,E-Wallet,Thursday,10,0,34,85.41,0,0.0,2903.94,348.47,3252.41
TXN00509,Hypermarket,Bakery,Normal,Female,Credit Card,Wednesday,9,0,42,287.29,0,0.0,12066.18,1447.94,13514.12
TXN00510,Supermarket,Staples,Normal,Male,GCash,Friday,7,0,19,231.25,5,219.69,4174.06,500.89,4674.95
TXN00511,Convenience,Household,Normal,Female,GCash,Wednesday,5,0,9,314.96,5,141.73,2692.91,323.15,3016.06
TXN00512,Hypermarket,Personal,Normal,Female,Cash,Friday,10,0,48,90.15,0,0.0,4327.2,519.26,4846.46
TXN00513,Convenience,Snacks,Normal,Male,Credit Card,Sunday,10,1,18,243.94,10,439.09,3951.83,474.22,4426.05
TXN00514,Supermarket,Bakery,Normal,Female,E-Wallet,Friday,10,0,41,128.65,5,263.73,5010.92,601.31,5612.23
TXN00515,Supermarket,Canned,Normal,Female,GCash,Wednesday,6,0,48,494.2,0,0.0,23721.6,2846.59,26568.19
TXN00516,Supermarket,Snacks,Normal,Male,E-Wallet,Monday,11,0,45,302.52,5,680.67,12932.73,1551.93,14484.66
TXN00517,Convenience,Bakery,Member,Female,Cash,Thursday,12,0,42,359.35,20,3018.54,12074.16,1448.9,13523.06
TXN00518,Convenience,Canned,Normal,Male,Credit Card,Saturday,3,1,25,196.44,10,491.1,4419.9,530.39,4950.29
TXN00519,Supermarket,Snacks,Member,Male,Credit Card,Friday,5,0,14,92.63,15,194.52,1102.3,132.28,1234.58
TXN00520,Convenience,Bakery,Member,Male,GCash,Friday,8,0,44,489.14,10,2152.22,19369.94,2324.39,21694.33
TXN00521,Supermarket,Snacks,Member,Male,Credit Card,Monday,1,0,25,178.82,5,223.52,4246.97,509.64,4756.61
TXN00522,Supermarket,Snacks,Member,Male,GCash,Sunday,12,1,19,240.71,0,0.0,4573.49,548.82,5122.31
TXN00523,Hypermarket,Canned,Normal,Female,Cash,Sunday,1,1,39,342.44,0,0.0,13355.16,1602.62,14957.78
TXN00524,Convenience,Snacks,Member,Male,Credit Card,Sunday,7,1,15,61.11,20,183.33,733.32,88.0,821.32
TXN00525,Supermarket,Snacks,Normal,Male,GCash,Saturday,5,1,16,414.62,30,1990.18,4643.74,557.25,5200.99
TXN00526,Supermarket,Canned,Normal,Female,E-Wallet,Tuesday,5,0,27,291.46,5,393.47,7475.95,897.11,8373.06
TXN00527,Convenience,Personal,Member,Female,GCash,Monday,1,0,40,175.2,0,0.0,7008.0,840.96,7848.96
TXN00528,Hypermarket,Staples,Normal,Female,Credit Card,Saturday,9,1,10,77.72,0,0.0,777.2,93.26,870.46
TXN00529,Hypermarket,Beverages,Member,Male,Cash,Monday,1,0,4,123.12,5,24.62,467.86,56.14,524.0
TXN00530,Supermarket,Household,Member,Male,Credit Card,Friday,5,0,19,452.77,10,860.26,7742.37,929.08,8671.45
TXN00531,Convenience,Beverages,Normal,Male,Credit Card,Thursday,10,0,28,358.71,0,0.0,10043.88,1205.27,11249.15
TXN00532,Hypermarket,Beverages,Normal,Female,GCash,Monday,9,0,21,162.46,25,852.92,2558.75,307.05,2865.8
TXN00533,Convenience,Bakery,Member,Male,E-Wallet,Tuesday,4,0,47,79.52,5,186.87,3550.57,426.07,3976.64
TXN00534,Convenience,Staples,Normal,Female,Credit Card,Wednesday,8,0,14,360.78,25,1262.73,3788.19,454.58,4242.77
TXN00535,Supermarket,Bakery,Normal,Male,E-Wallet,Saturday,6,1,33,307.58,15,1522.52,8627.62,1035.31,9662.93
TXN00536,Hypermarket,Staples,Normal,Female,GCash,Monday,11,0,48,232.03,15,1670.62,9466.82,1136.02,10602.84
TXN00537,Supermarket,Canned,Member,Male,E-Wallet,Monday,3,0,10,213.63,10,213.63,1922.67,230.72,2153.39
TXN00538,Hypermarket,Canned,Member,Male,GCash,Tuesday,4,0,19,147.57,10,280.38,2523.45,302.81,2826.26
TXN00539,Hypermarket,Staples,Normal,Male,Cash,Thursday,2,0,30,351.33,10,1053.99,9485.91,1138.31,10624.22
TXN00540,Hypermarket,Snacks,Normal,Female,E-Wallet,Monday,1,0,22,486.8,10,1070.96,9638.64,1156.64,10795.28
TXN00541,Hypermarket,Personal,Normal,Female,E-Wallet,Monday,8,0,3,129.07,10,38.72,348.49,41.82,390.31
TXN00542,Hypermarket,Snacks,Normal,Male,Cash,Thursday,1,0,37,318.7,30,3537.57,8254.33,990.52,9244.85
TXN00543,Convenience,Personal,Normal,Male,E-Wallet,Tuesday,11,0,41,240.88,15,1481.41,8394.67,1007.36,9402.03
TXN00544,Supermarket,Bakery,Member,Male,Cash,Saturday,1,1,18,251.01,15,677.73,3840.45,460.85,4301.3
TXN00545,Convenience,Personal,Normal,Female,Credit Card,Saturday,4,1,11,164.37,20,361.61,1446.46,173.58,1620.04
TXN00546,Hypermarket,Bakery,Member,Male,GCash,Monday,10,0,48,421.31,0,0.0,20222.88,2426.75,22649.63
TXN00547,Supermarket,Canned,Normal,Male,Cash,Thursday,12,0,2,268.37,0,0.0,536.74,64.41,601.15
TXN00548,Hypermarket,Beverages,Member,Male,E-Wallet,Monday,10,0,12,294.53,5,176.72,3357.64,402.92,3760.56
TXN00549,Supermarket,Canned,Normal,Male,Cash,Sunday,6,1,6,187.14,10,112.28,1010.56,121.27,1131.83
TXN00550,Convenience,Canned,Member,Female,E-Wallet,Wednesday,9,0,43,131.81,20,1133.57,4534.26,544.11,5078.37
TXN00551,Supermarket,Beverages,Normal,Female,Credit Card,Saturday,1,1,40,88.66,5,177.32,3369.08,404.29,3773.37
TXN00552,Supermarket,Personal,Member,Male,Cash,Sunday,7,1,44,371.35,10,1633.94,14705.46,1764.66,16470.12
TXN00553,Supermarket,Personal,Member,Male,Credit Card,Friday,10,0,29,138.31,10,401.1,3609.89,433.19,4043.08
TXN00554,Supermarket,Bakery,Member,Female,GCash,Wednesday,11,0,30,360.53,0,0.0,10815.9,1297.91,12113.81
TXN00555,Supermarket,Snacks,Member,Female,E-Wallet,Monday,5,0,2,225.67,10,45.13,406.21,48.75,454.96
TXN00556,Hypermarket,Bakery,Member,Male,E-Wallet,Tuesday,12,0,9,237.1,20,426.78,1707.12,204.85,1911.97
TXN00557,Supermarket,Snacks,Member,Female,Credit Card,Saturday,8,1,47,261.13,0,0.0,12273.11,1472.77,13745.88
TXN00558,Supermarket,Canned,Normal,Female,GCash,Friday,7,0,2,215.47,10,43.09,387.85,46.54,434.39
TXN00559,Convenience,Beverages,Member,Male,Cash,Wednesday,4,0,29,95.28,10,276.31,2486.81,298.42,2785.23
TXN00560,Supermarket,Canned,Normal,Female,Cash,Saturday,4,1,33,189.33,0,0.0,6247.89,749.75,6997.64
TXN00561,Convenience,Staples,Normal,Female,E-Wallet,Thursday,6,0,10,348.68,0,0.0,3486.8,418.42,3905.22
TXN00562,Hypermarket,Personal,Normal,Male,Credit Card,Tuesday,6,0,34,349.6,30,3565.92,8320.48,998.46,9318.94
TXN00563,Supermarket,Snacks,Normal,Male,Credit Card,Wednesday,9,0,44,178.8,5,393.36,7473.84,896.86,8370.7
TXN00564,Convenience,Bakery,Normal,Female,Cash,Thursday,12,0,8,257.05,0,0.0,2056.4,246.77,2303.17
TXN00565,Convenience,Beverages,Member,Male,GCash,Sunday,5,1,37,137.05,0,0.0,5070.85,608.5,5679.35
TXN00566,Hypermarket,Snacks,Member,Female,GCash,Monday,8,0,33,144.67,10,477.41,4296.7,515.6,4812.3
TXN00567,Supermarket,Bakery,Member,Male,Cash,Thursday,5,0,47,60.37,10,283.74,2553.65,306.44,2860.09
TXN00568,Supermarket,Personal,Normal,Female,Cash,Wednesday,2,0,6,453.54,10,272.12,2449.12,293.89,2743.01
TXN00569,Convenience,Canned,Member,Male,Credit Card,Wednesday,6,0,44,144.82,0,0.0,6372.08,764.65,7136.73
TXN00570,Supermarket,Personal,Member,Female,GCash,Sunday,9,1,40,152.39,20,1219.12,4876.48,585.18,5461.66
TXN00571,Convenience,Household,Member,Female,Cash,Monday,3,0,45,175.82,5,395.6,7516.3,901.96,8418.26
TXN00572,Supermarket,Staples,Member,Female,Cash,Thursday,1,0,19,107.33,5,101.96,1937.31,232.48,2169.79
TXN00573,Convenience,Household,Member,Male,E-Wallet,Thursday,1,0,32,337.67,5,540.27,10265.17,1231.82,11496.99
TXN00574,Supermarket,Beverages,Normal,Male,Cash,Monday,3,0,27,83.81,5,113.14,2149.73,257.97,2407.7
TXN00575,Hypermarket,Snacks,Member,Female,Cash,Thursday,10,0,1,110.39,20,22.08,88.31,10.6,98.91
TXN00576,Supermarket,Beverages,Normal,Female,GCash,Saturday,5,1,43,340.14,25,3656.5,10969.52,1316.34,12285.86
TXN00577,Supermarket,Canned,Normal,Male,Credit Card,Monday,3,0,33,202.85,5,334.7,6359.35,763.12,7122.47
TXN00578,Hypermarket,Bakery,Normal,Male,GCash,Tuesday,9,0,40,368.58,20,2948.64,11794.56,1415.35,13209.91
TXN00579,Supermarket,Personal,Normal,Male,Credit Card,Wednesday,8,0,32,300.84,15,1444.03,8182.85,981.94,9164.79
TXN00580,Hypermarket,Household,Normal,Male,E-Wallet,Tuesday,3,0,5,165.21,25,206.51,619.54,74.34,693.88
TXN00581,Supermarket,Household,Member,Male,Cash,Saturday,9,1,17,342.87,0,0.0,5828.79,699.45,6528.24
TXN00582,Convenience,Canned,Member,Male,E-Wallet,Sunday,6,1,8,102.32,10,81.86,736.7,88.4,825.1
TXN00583,Convenience,Household,Member,Female,Credit Card,Saturday,7,1,42,291.38,0,0.0,12237.96,1468.56,13706.52
TXN00584,Supermarket,Canned,Normal,Male,GCash,Friday,4,0,34,246.72,20,1677.7,6710.78,805.29,7516.07
TXN00585,Supermarket,Beverages,Member,Female,GCash,Friday,4,0,9,170.54,0,0.0,1534.86,184.18,1719.04
TXN00586,Supermarket,Personal,Member,Male,E-Wallet,Friday,12,0,23,321.8,10,740.14,6661.26,799.35,7460.61
TXN00587,Convenience,Snacks,Normal,Male,Credit Card,Monday,2,0,35,442.1,5,773.68,14699.82,1763.98,16463.8
TXN00588,Supermarket,Bakery,Normal,Female,E-Wallet,Thursday,5,0,50,499.51,5,1248.78,23726.72,2847.21,26573.93
TXN00589,Convenience,Snacks,Normal,Female,E-Wallet,Saturday,8,1,7,323.49,10,226.44,2037.99,244.56,2282.55
TXN00590,Hypermarket,Beverages,Normal,Male,Cash,Tuesday,7,0,15,232.12,20,696.36,2785.44,334.25,3119.69
TXN00591,Convenience,Bakery,Member,Female,E-Wallet,Sunday,7,1,20,151.34,10,302.68,2724.12,326.89,3051.01
TXN00592,Convenience,Household,Normal,Female,Cash,Tuesday,6,0,50,165.69,20,1656.9,6627.6,795.31,7422.91
TXN00593,Hypermarket,Staples,Normal,Female,Cash,Tuesday,3,0,25,265.75,0,0.0,6643.75,797.25,7441.0
TXN00594,Convenience,Beverages,Member,Female,GCash,Tuesday,5,0,3,215.27,10,64.58,581.23,69.75,650.98
TXN00595,Supermarket,Beverages,Member,Male,Cash,Sunday,1,1,46,461.22,5,1060.81,20155.31,2418.64,22573.95
TXN00596,Supermarket,Personal,Normal,Female,Cash,Friday,7,0,24,215.73,0,0.0,5177.52,621.3,5798.82
TXN00597,Convenience,Snacks,Member,Male,GCash,Tuesday,9,0,34,218.05,10,741.37,6672.33,800.68,7473.01
TXN00598,Supermarket,Beverages,Normal,Male,E-Wallet,Sunday,1,1,46,222.59,10,1023.91,9215.23,1105.83,10321.06
TXN00599,Convenience,Beverages,Normal,Male,Credit Card,Sunday,2,1,22,426.48,10,938.26,8444.3,1013.32,9457.62
TXN00600,Supermarket,Household,Member,Male,Credit Card,Thursday,3,0,11,342.85,15,565.7,3205.65,384.68,3590.33
TXN00601,Supermarket,Household,Member,Female,Credit Card,Sunday,3,1,48,326.38,10,1566.62,14099.62,1691.95,15791.57
TXN00602,Convenience,Bakery,Normal,Female,E-Wallet,Friday,8,0,8,200.36,0,0.0,1602.88,192.35,1795.23
TXN00603,Supermarket,Canned,Normal,Male,Cash,Tuesday,7,0,39,418.06,0,0.0,16304.34,1956.52,18260.86
TXN00604,Convenience,Canned,Normal,Male,Credit Card,Sunday,6,1,43,67.26,10,289.22,2602.96,312.36,2915.32
TXN00605,Supermarket,Staples,Member,Male,E-Wallet,Monday,10,0,35,441.86,0,0.0,15465.1,1855.81,17320.91
TXN00606,Supermarket,Canned,Normal,Male,Cash,Sunday,10,1,49,280.74,0,0.0,13756.26,1650.75,15407.01
TXN00607,Hypermarket,Personal,Normal,Female,GCash,Wednesday,11,0,46,229.21,5,527.18,10016.48,1201.98,11218.46
TXN00608,Hypermarket,Staples,Normal,Male,Credit Card,Wednesday,4,0,38,273.73,10,1040.17,9361.57,1123.39,10484.96
TXN00609,Convenience,Bakery,Normal,Female,Cash,Wednesday,9,0,8,350.34,5,140.14,2662.58,319.51,2982.09
TXN00610,Hypermarket,Household,Normal,Male,Credit Card,Sunday,1,1,37,55.74,15,309.36,1753.02,210.36,1963.38
TXN00611,Convenience,Canned,Member,Male,Credit Card,Friday,11,0,27,442.2,10,1193.94,10745.46,1289.46,12034.92
TXN00612,Hypermarket,Snacks,Normal,Male,Credit Card,Tuesday,2,0,28,251.03,5,351.44,6677.4,801.29,7478.69
TXN00613,Supermarket,Household,Normal,Male,Cash,Saturday,4,1,40,204.33,15,1225.98,6947.22,833.67,7780.89
TXN00614,Convenience,Personal,Normal,Female,E-Wallet,Saturday,3,1,34,112.21,10,381.51,3433.63,412.04,3845.67
TXN00615,Convenience,Household,Normal,Female,Cash,Saturday,1,1,32,247.76,10,792.83,7135.49,856.26,7991.75
TXN00616,Supermarket,Personal,Member,Female,Credit Card,Friday,5,0,15,273.35,10,410.02,3690.22,442.83,4133.05
TXN00617,Convenience,Personal,Member,Male,Cash,Thursday,7,0,44,231.64,0,0.0,10192.16,1223.06,11415.22
TXN00618,Convenience,Personal,Member,Male,GCash,Monday,2,0,17,355.4,10,604.18,5437.62,652.51,6090.13
TXN00619,Hypermarket,Bakery,Normal,Female,E-Wallet,Monday,5,0,33,239.4,5,395.01,7505.19,900.62,8405.81
TXN00620,Convenience,Personal,Normal,Female,Cash,Wednesday,6,0,47,482.64,25,5671.02,17013.06,2041.57,19054.63
TXN00621,Supermarket,Personal,Member,Male,GCash,Wednesday,11,0,46,319.67,20,2940.96,11763.86,1411.66,13175.52
TXN00622,Hypermarket,Snacks,Member,Male,E-Wallet,Sunday,7,1,16,413.37,10,661.39,5952.53,714.3,6666.83
TXN00623,Hypermarket,Staples,Member,Female,GCash,Saturday,1,1,29,99.21,0,0.0,2877.09,345.25,3222.34
TXN00624,Supermarket,Beverages,Normal,Male,E-Wallet,Sunday,7,1,9,228.78,0,0.0,2059.02,247.08,2306.1
TXN00625,Supermarket,Staples,Normal,Male,Cash,Saturday,4,1,33,201.58,5,332.61,6319.53,758.34,7077.87
TXN00626,Hypermarket,Personal,Member,Female,GCash,Wednesday,8,0,49,306.27,5,750.36,14256.87,1710.82,15967.69
TXN00627,Convenience,Snacks,Member,Male,Credit Card,Tuesday,4,0,29,437.5,0,0.0,12687.5,1522.5,14210.0
TXN00628,Hypermarket,Household,Member,Female,GCash,Thursday,6,0,13,85.25,10,110.82,997.42,119.69,1117.11
TXN00629,Supermarket,Snacks,Normal,Male,E-Wallet,Sunday,9,1,21,82.66,0,0.0,1735.86,208.3,1944.16
TXN00630,Hypermarket,Personal,Normal,Female,Cash,Thursday,5,0,21,432.64,30,2725.63,6359.81,763.18,7122.99
TXN00631,Supermarket,Snacks,Normal,Male,E-Wallet,Thursday,12,0,5,145.78,0,0.0,728.9,87.47,816.37
TXN00632,Hypermarket,Canned,Member,Female,GCash,Thursday,4,0,10,350.94,25,877.35,2632.05,315.85,2947.9
TXN00633,Convenience,Snacks,Member,Female,GCash,Wednesday,8,0,6,294.3,25,441.45,1324.35,158.92,1483.27
TXN00634,Hypermarket,Personal,Normal,Female,Credit Card,Monday,9,0,13,424.8,10,552.24,4970.16,596.42,5566.58
TXN00635,Hypermarket,Bakery,Member,Female,Cash,Wednesday,4,0,1,106.29,15,15.94,90.35,10.84,101.19
TXN00636,Supermarket,Canned,Normal,Male,Cash,Thursday,3,0,20,108.4,5,108.4,2059.6,247.15,2306.75
TXN00637,Supermarket,Snacks,Member,Male,GCash,Wednesday,8,0,47,300.57,10,1412.68,12714.11,1525.69,14239.8
TXN00638,Supermarket,Beverages,Member,Female,Cash,Thursday,5,0,46,475.87,5,1094.5,20795.52,2495.46,23290.98
TXN00639,Hypermarket,Beverages,Member,Male,Credit Card,Friday,2,0,8,236.75,5,94.7,1799.3,215.92,2015.22
TXN00640,Convenience,Snacks,Member,Male,E-Wallet,Saturday,10,1,10,197.12,10,197.12,1774.08,212.89,1986.97
TXN00641,Supermarket,Bakery,Normal,Male,Cash,Monday,9,0,9,323.01,5,145.35,2761.74,331.41,3093.15
TXN00642,Supermarket,Household,Member,Male,GCash,Friday,3,0,49,468.7,10,2296.63,20669.67,2480.36,23150.03
TXN00643,Hypermarket,Personal,Normal,Male,E-Wallet,Tuesday,12,0,41,426.62,0,0.0,17491.42,2098.97,19590.39
TXN00644,Supermarket,Beverages,Normal,Female,E-Wallet,Wednesday,2,0,3,497.97,5,74.7,1419.21,170.31,1589.52
TXN00645,Convenience,Household,Normal,Female,Credit Card,Tuesday,1,0,11,60.16,0,0.0,661.76,79.41,741.17
TXN00646,Convenience,Snacks,Member,Female,GCash,Sunday,8,1,12,100.79,0,0.0,1209.48,145.14,1354.62
TXN00647,Supermarket,Household,Normal,Female,Cash,Wednesday,11,0,10,324.26,0,0.0,3242.6,389.11,3631.71
TXN00648,Supermarket,Canned,Normal,Male,GCash,Saturday,3,1,25,419.26,0,0.0,10481.5,1257.78,11739.28
TXN00649,Hypermarket,Staples,Normal,Male,E-Wallet,Friday,7,0,49,178.36,0,0.0,8739.64,1048.76,9788.4
TXN00650,Convenience,Beverages,Member,Female,GCash,Saturday,1,1,49,157.64,20,1544.87,6179.49,741.54,6921.03
TXN00651,Convenience,Snacks,Member,Male,Cash,Sunday,1,1,25,404.14,0,0.0,10103.5,1212.42,11315.92
TXN00652,Supermarket,Personal,Normal,Male,Cash,Thursday,12,0,11,75.37,10,82.91,746.16,89.54,835.7
TXN00653,Hypermarket,Bakery,Member,Female,Credit Card,Saturday,9,1,36,216.22,0,0.0,7783.92,934.07,8717.99
TXN00654,Convenience,Canned,Normal,Male,Cash,Saturday,12,1,39,277.61,20,2165.36,8661.43,1039.37,9700.8
TXN00655,Convenience,Snacks,Normal,Female,Cash,Thursday,8,0,26,302.16,5,392.81,7463.35,895.6,8358.95
TXN00656,Hypermarket,Personal,Member,Female,GCash,Wednesday,12,0,14,377.88,5,264.52,5025.8,603.1,5628.9
